trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1102,False,"{'a': 0.1, 'e': 0.4527046874160087}",25,5,-28.752816727196784,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1103,False,"{'a': 0.1, 'e': 0.4518128007017902}",25,17,-5.028073284155056,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.1, 'e': 0.4509204621748089}",25,19,10.275228861648024,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.1, 'e': 0.45002767272740274}",30,2,-19.212530006596072,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 0}",1
1106,False,"{'a': 0.1, 'e': 0.4491344332523616}",25,0,-21.250819272837614,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1107,False,"{'a': 0.1, 'e': 0.4482407446429244}",25,3,-119.09163272716776,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 2}",1
1108,False,"{'a': 0.1, 'e': 0.4473466077927801}",20,6,1.191963693991351,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1109,False,"{'a': 0.1, 'e': 0.4464520235960651}",20,12,-20.52125267445291,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
1110,False,"{'a': 0.1, 'e': 0.44555699294736395}",20,6,-37.75795512537714,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1111,False,"{'a': 0.1, 'e': 0.4446615167417068}",20,10,-49.083771084063784,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
1112,False,"{'a': 0.1, 'e': 0.4437655958745701}",25,16,14.616577524291912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.1, 'e': 0.4428692312418743}",20,15,-12.340748610656167,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1114,False,"{'a': 0.1, 'e': 0.44197242373998435}",20,0,-33.64095359753683,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1115,False,"{'a': 0.1, 'e': 0.44107517426570736}",20,11,9.237111353708869,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.1, 'e': 0.440177483716293}",25,10,12.180809068678855,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.1, 'e': 0.43927935298943144}",25,0,-49.144651797521576,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
1118,False,"{'a': 0.1, 'e': 0.4383807829832537}",25,19,9.019486875391182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.1, 'e': 0.4374817745963293}",25,7,-106.94989005123638,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
1120,False,"{'a': 0.1, 'e': 0.43658232872766695}",20,9,12.61233402639576,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.1, 'e': 0.4356824462767121}",20,0,-2.4455162883127297,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1122,False,"{'a': 0.1, 'e': 0.43478212814334743}",20,0,12.777510053945104,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1123,False,"{'a': 0.1, 'e': 0.43388137522789066}",25,6,-56.938728136203835,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
1124,False,"{'a': 0.1, 'e': 0.432980188431095}",25,0,-98.02055647218015,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
1125,False,"{'a': 0.1, 'e': 0.4320785686541468}",25,9,-10.265401043032547,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1126,False,"{'a': 0.1, 'e': 0.4311765167986662}",25,0,-43.715965766965965,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
1127,False,"{'a': 0.1, 'e': 0.4302740337667045}",25,11,1.9697802871278673,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1128,False,"{'a': 0.1, 'e': 0.42937112046074505}",20,1,15.217510469433988,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.1, 'e': 0.42846777778370077}",20,10,4.842621998849323,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.1, 'e': 0.4275640066389146}",20,13,2.0156566432698764,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1131,False,"{'a': 0.1, 'e': 0.42665980793015723}",20,0,-98.45529436660259,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
1132,False,"{'a': 0.1, 'e': 0.42575518256162764}",25,14,-10.984870579031313,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1133,False,"{'a': 0.1, 'e': 0.4248501314379508}",25,14,8.945986458293437,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.1, 'e': 0.42394465546417814}",25,11,-41.11434913997089,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1135,False,"{'a': 0.1, 'e': 0.42303875554578513}",20,10,-36.78541294534846,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1136,False,"{'a': 0.1, 'e': 0.42213243258867206}",25,11,-15.4993180878246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1137,False,"{'a': 0.1, 'e': 0.42122568749916134}",20,13,9.261981477412256,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.1, 'e': 0.42031852118399843}",20,10,5.460183002513446,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1139,False,"{'a': 0.1, 'e': 0.41941093455034917}",25,6,-14.92116260313738,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
1140,False,"{'a': 0.1, 'e': 0.41850292850580045}",25,7,-89.61335687587447,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 2}",1
1141,False,"{'a': 0.1, 'e': 0.41759450395835795}",20,8,-31.723394653366544,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1142,False,"{'a': 0.1, 'e': 0.4166856618164465}",25,10,-21.87247938260567,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
1143,False,"{'a': 0.1, 'e': 0.4157764029889078}",20,11,0.9761791890118872,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1144,False,"{'a': 0.1, 'e': 0.4148667283850009}",20,12,15.51988775331225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.1, 'e': 0.4139566389144}",20,0,-27.86951103141382,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
1146,False,"{'a': 0.1, 'e': 0.4130461354871949}",20,13,-40.99476246705747,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1147,False,"{'a': 0.1, 'e': 0.4121352190138885}",20,16,5.934473925152551,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.1, 'e': 0.41122389040539764}",20,5,-6.802820559987631,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1149,False,"{'a': 0.1, 'e': 0.4103121505730504}",25,11,-34.713534376642734,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1150,False,"{'a': 0.1, 'e': 0.40940000042858704}",20,13,-9.787204168482202,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1151,False,"{'a': 0.1, 'e': 0.40848744088415717}",25,8,-38.591752380122664,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
1152,False,"{'a': 0.1, 'e': 0.4075744728523206}",20,3,15.006023097925375,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1153,False,"{'a': 0.1, 'e': 0.40666109724604504}",30,18,-12.985797439891984,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1154,False,"{'a': 0.1, 'e': 0.40574731497870625}",25,18,12.378865621259825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.1, 'e': 0.4048331269640863}",25,10,6.677194760445535,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1156,False,"{'a': 0.1, 'e': 0.40391853411637296}",30,16,8.038092352370523,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1157,False,"{'a': 0.1, 'e': 0.4030035373501593}",20,0,-34.570706376233616,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
1158,False,"{'a': 0.1, 'e': 0.40208813758044176}",25,14,-55.172286588689595,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
1159,False,"{'a': 0.1, 'e': 0.4011723357226203}",20,5,23.828294936011954,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.1, 'e': 0.4002561326924963}",20,0,-24.599757949961475,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1161,False,"{'a': 0.1, 'e': 0.3993395294062732}",20,0,-2.9616841863751686,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1162,False,"{'a': 0.1, 'e': 0.3984225267805538}",20,14,9.741585857739784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.1, 'e': 0.39750512573234104}",20,14,12.108662090846284,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.1, 'e': 0.3965873271790354}",20,12,-8.130310339506464,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1165,False,"{'a': 0.1, 'e': 0.39566913203843584}",20,3,-119.3896636465735,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 2}",1
1166,False,"{'a': 0.1, 'e': 0.39475054122873704}",20,0,-4.401605225762136,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1167,False,"{'a': 0.1, 'e': 0.3938315556685301}",30,18,11.968052987502599,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.1, 'e': 0.39291217627680014}",25,15,8.36936062722354,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.1, 'e': 0.39199240397292684}",30,22,1.793166833198687,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.1, 'e': 0.391072239676682}",20,13,-8.824253269327572,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1171,False,"{'a': 0.1, 'e': 0.3901516843082303}",25,2,-79.37585099707808,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
1172,False,"{'a': 0.1, 'e': 0.3892307387881266}",20,15,10.20794343851963,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.1, 'e': 0.38830940403731673}",20,0,-119.12797229345998,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
1174,False,"{'a': 0.1, 'e': 0.38738768097713494}",20,2,-15.154048409002604,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1175,False,"{'a': 0.1, 'e': 0.38646557052930475}",25,5,7.315349350584106,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1176,False,"{'a': 0.1, 'e': 0.385543073615936}",20,7,2.3341898664396767,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1177,False,"{'a': 0.1, 'e': 0.38462019115952595}",25,6,-37.6576011714127,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1178,False,"{'a': 0.1, 'e': 0.3836969240829566}",20,4,-3.949450504923064,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
1179,False,"{'a': 0.1, 'e': 0.38277327330949534}",20,2,-6.3271321600416774,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1180,False,"{'a': 0.1, 'e': 0.38184923976279245}",25,17,13.262725138618997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.1, 'e': 0.38092482436688185}",20,9,-46.84519833659957,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1182,False,"{'a': 0.1, 'e': 0.3800000280461784}",20,16,6.483852178703621,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.1, 'e': 0.3790748517254788}",20,13,-21.633377407550924,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1184,False,"{'a': 0.1, 'e': 0.3781492963299588}",25,5,-38.23161659662757,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
1185,False,"{'a': 0.1, 'e': 0.37722336278517427}",30,14,1.799701226207993,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1186,False,"{'a': 0.1, 'e': 0.37629705201705815}",20,11,10.61658078370841,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.1, 'e': 0.37537036495192155}",25,16,-8.277370552515853,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1188,False,"{'a': 0.1, 'e': 0.3744433025164511}",20,6,-5.873199808984725,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1189,False,"{'a': 0.1, 'e': 0.37351586563770955}",20,0,-67.54709625511289,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1190,False,"{'a': 0.1, 'e': 0.37258805524313326}",25,14,19.15578243787178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.1, 'e': 0.371659872260533}",20,0,-69.54385056981813,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1192,False,"{'a': 0.1, 'e': 0.37073131761809125}",20,9,16.56052473863026,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.1, 'e': 0.36980239224436295}",30,21,-23.66548300376875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1194,False,"{'a': 0.1, 'e': 0.36887309706827304}",20,0,-5.856546631739784,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1195,False,"{'a': 0.1, 'e': 0.367943433019117}",20,12,-17.395175279745416,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1196,False,"{'a': 0.1, 'e': 0.3670134010265584}",20,9,-20.72015376553393,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
1197,False,"{'a': 0.1, 'e': 0.36608300202062954}",20,9,-3.382616085504046,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1198,False,"{'a': 0.1, 'e': 0.365152236931729}",20,12,14.042821248745144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.1, 'e': 0.36422110669062213}",20,8,24.111981446268793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.1, 'e': 0.36328961222843875}",20,7,-51.89632886358538,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
1201,False,"{'a': 0.1, 'e': 0.3623577544766736}",25,0,-69.62656914246168,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
1202,False,"{'a': 0.1, 'e': 0.361425534367184}",20,7,-24.946596243428434,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
1203,False,"{'a': 0.1, 'e': 0.3604929528321903}",25,7,13.211769818617976,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.1, 'e': 0.35956001080427363}",30,23,13.466511835552412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.1, 'e': 0.35862670921637635}",20,5,-15.13627002450132,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1206,False,"{'a': 0.1, 'e': 0.3576930490017995}",20,11,16.212760524613493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.1, 'e': 0.35675903109420365}",20,13,1.5565848630562809,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1208,False,"{'a': 0.1, 'e': 0.35582465642760625}",20,6,-57.46381778659597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
1209,False,"{'a': 0.1, 'e': 0.3548899259363823}",25,5,17.70314511565371,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1210,False,"{'a': 0.1, 'e': 0.3539548405552618}",20,15,-12.58575286362046,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1211,False,"{'a': 0.1, 'e': 0.3530194012193304}",20,10,-52.80975326910928,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
1212,False,"{'a': 0.1, 'e': 0.35208360886402695}",25,13,-8.766789659669463,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1213,False,"{'a': 0.1, 'e': 0.3511474644251443}",25,18,12.27311849269757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.1, 'e': 0.3502109688388262}",20,8,-13.801570603169697,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1215,False,"{'a': 0.1, 'e': 0.34927412304156863}",25,5,-7.446649093615735,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
1216,False,"{'a': 0.1, 'e': 0.348336927970217}",20,9,-28.671979245149227,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
1217,False,"{'a': 0.1, 'e': 0.34739938456196656}",25,14,-12.980137759227397,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1218,False,"{'a': 0.1, 'e': 0.3464614937543603}",20,6,-39.621263590160325,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
1219,False,"{'a': 0.1, 'e': 0.3455232564852894}",25,4,31.64116257417625,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.1, 'e': 0.3445846736929906}",25,15,-23.94024167960979,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1221,False,"{'a': 0.1, 'e': 0.34364574631604705}",20,6,0.5879772605664233,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1222,False,"{'a': 0.1, 'e': 0.3427064752933856}",25,14,-36.92876543237009,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1223,False,"{'a': 0.1, 'e': 0.3417668615642776}",25,16,5.753933779268122,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1224,False,"{'a': 0.1, 'e': 0.3408269060683363}",25,14,12.188430372018743,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.1, 'e': 0.3398866097455176}",20,10,17.266804086462223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.1, 'e': 0.3389459735361172}",20,12,-20.843969419809273,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
1227,False,"{'a': 0.1, 'e': 0.33800499838077175}",20,15,6.46004969018256,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.1, 'e': 0.3370636852204559}",25,14,18.664438143883636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.1, 'e': 0.3361220349964831}",25,16,15.670867184146449,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.1, 'e': 0.3351800486505031}",20,0,31.969480235149447,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1231,False,"{'a': 0.1, 'e': 0.3342377271245026}",25,10,-31.52403198092372,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1232,False,"{'a': 0.1, 'e': 0.3332950713608026}",20,6,25.972931581603163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.1, 'e': 0.33235208230205926}",25,10,6.170621393655615,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1234,False,"{'a': 0.1, 'e': 0.3314087608912611}",20,12,17.5755486855412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.1, 'e': 0.33046510807172985}",20,12,16.50643330347824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.1, 'e': 0.32952112478711787}",25,13,-1.3012230459133454,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1237,False,"{'a': 0.1, 'e': 0.3285768119814088}",25,15,18.367629127683372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.1, 'e': 0.3276321705989149}",20,10,-66.18659022876453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
1239,False,"{'a': 0.1, 'e': 0.3266872015842779}",25,17,-7.235087358651824,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1240,False,"{'a': 0.1, 'e': 0.3257419058824663}",20,12,14.999619965970506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.1, 'e': 0.32479628443877623}",25,8,22.106963138935185,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1242,False,"{'a': 0.1, 'e': 0.3238503381988286}",20,8,6.345937415244737,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1243,False,"{'a': 0.1, 'e': 0.3229040681085699}",20,12,-38.76564523721223,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1244,False,"{'a': 0.1, 'e': 0.3219574751142698}",25,0,-53.66983270247638,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
1245,False,"{'a': 0.1, 'e': 0.32101056016252166}",20,5,-31.40734505764893,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1246,False,"{'a': 0.1, 'e': 0.32006332420023986}",25,8,-56.34905214632666,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
1247,False,"{'a': 0.1, 'e': 0.3191157681746608}",20,0,-34.39650163488934,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
1248,False,"{'a': 0.1, 'e': 0.31816789303333987}",20,9,-10.655541883581574,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1249,False,"{'a': 0.1, 'e': 0.3172196997241527}",20,8,-78.04796307002111,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
1250,False,"{'a': 0.1, 'e': 0.316271189195292}",20,6,16.432724033916827,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.1, 'e': 0.3153223623952687}",25,13,-18.648480067025535,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
1252,False,"{'a': 0.1, 'e': 0.31437322027290904}",20,0,8.339607881172988,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1253,False,"{'a': 0.1, 'e': 0.3134237637773555}",20,5,3.796117499171367,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1254,False,"{'a': 0.1, 'e': 0.3124739938580641}",20,15,-5.203023068857746,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.1, 'e': 0.3115239114648051}",30,13,22.94188290447381,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.1, 'e': 0.3105735175476604}",20,8,4.329666257050953,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1257,False,"{'a': 0.1, 'e': 0.3096228130570242}",20,0,11.567250350003604,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
1258,False,"{'a': 0.1, 'e': 0.3086717989436006}",25,12,9.651325695410542,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.1, 'e': 0.3077204761584039}",20,0,-62.578335121893645,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
1260,False,"{'a': 0.1, 'e': 0.3067688456527566}",30,8,-1.9864847395835157,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
1261,False,"{'a': 0.1, 'e': 0.30581690837828934}",20,12,12.545334462021597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.1, 'e': 0.30486466528693895}",20,16,6.634202544819806,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.1, 'e': 0.3039121173309489}",20,13,14.432429321405701,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.1, 'e': 0.3029592654628667}",20,14,-11.987426009485421,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1265,False,"{'a': 0.1, 'e': 0.30200611063554444}",25,11,0.32369619092407254,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1266,False,"{'a': 0.1, 'e': 0.3010526538021365}",20,12,-33.015359001682306,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
1267,False,"{'a': 0.1, 'e': 0.3000988959161001}",20,6,-42.312269283239765,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1268,False,"{'a': 0.1, 'e': 0.29914483793119256}",20,8,12.314318951004857,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.1, 'e': 0.2981904808014722}",25,11,11.448138552193441,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1270,False,"{'a': 0.1, 'e': 0.29723582548129573}",20,12,3.0297153364621385,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1271,False,"{'a': 0.1, 'e': 0.29628087292531874}",20,13,12.478725627223337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.1, 'e': 0.2953256240884933}",25,14,-0.8335384947650928,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1273,False,"{'a': 0.1, 'e': 0.29437007992606856}",25,11,5.097861270513405,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1274,False,"{'a': 0.1, 'e': 0.29341424139358824}",20,10,5.075956419825207,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.1, 'e': 0.29245810944689116}",20,14,10.734345110885656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.1, 'e': 0.2915016850421088}",20,14,12.311842413271622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.1, 'e': 0.29054496913566596}",20,0,-67.83118001728273,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
1278,False,"{'a': 0.1, 'e': 0.28958796268427794}",20,0,-64.34287614021841,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1279,False,"{'a': 0.1, 'e': 0.2886306666449516}",20,13,0.5052950176952842,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1280,False,"{'a': 0.1, 'e': 0.2876730819749824}",20,15,9.759958768583177,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.1, 'e': 0.2867152096319555}",30,18,-0.15676503504776984,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1282,False,"{'a': 0.1, 'e': 0.2857570505737428}",25,15,12.75834128166557,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.1, 'e': 0.28479860575850313}",20,8,6.136166351149448,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
